,CLOSDATE,year,consolidation_code,num_months,Turnover,Sales,Employees,Material_costs,Depreciation,Costs_of_employees,Tangible_fixed_assets,Intangible_fixed_assets,Fixed_assets,other_fixed_assets,current_assets,tota_assets,current_liabilities,net_current_assets,Added_value,enterprise_value,costs_of_goods_sold,gross_profit,EBIT,EBITDA,liquidity_ratio,solvency_ratio_asset,solvency_ratio_liability,name,country,country_iso,entity_type,status,status_date,legal_form,entity_form,company_cateogry,listed,historical_record_flag,historical_record_date,nace_main_section,nace_core_code,NACE_prim,NACE_sec,revenue_per_employees,CASE_CODE,PROCEDURE_CODE,CASE_TITLE,FIRM NAME,MEMBER_STATE,SECTOR,CASE_CODE.1,AID_INSTRUMENT,CASE_TYPE,START_DATE,END_DATE,NOTIFICATION_DATE,DECISIONS,LAST_DECISION,OBJECTIVES,DECISION_DATE,OJ_INFO,RELATED_CASES,STATUS(0=SURVIVAL / 1=M&A / 2=DEATH),DEAL_TYPE,ACQUIROR,DATE_RACHAT_ou_death
IT03246720274,2010-12-31,2010,U1,12,161438.0,161438.0,,92417.0,7924.0,,55340.0,,55340.0,,55928.0,111268.0,58610.0,-2682.0,,,,,25756.0,33680.0,0.91,46.5,86.9,Fiem 3000 S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Small company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4674.0,4674.0,,,N289/2007,N289/2007,Restructuring aid to Fiem,Fiem,Italy,1,N289/2007,Guarantee,Ad Hoc Case,22-07-2007,31-12-2012,23-05-07,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Restructuring firms in difficulty",25-09-07,JOCE C/278/2007,,Pas trouvé,,,
IT03246720274,2008-12-31,2008,U1,12,129448.0,129448.0,,72191.0,3697.0,,792.0,,792.0,,71319.0,72111.0,24231.0,47088.0,,,,,24877.0,28574.0,2.78,66.4,,Fiem 3000 S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Small company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4674.0,4674.0,,,N604/2009,N604/2009,Modification of previously approved restructuring aid to Fiem,Fiem,Italy,C.29.31 - Manufacture of electrical and electronic equipment for motor vehicles,N604/2009,Guarantee,Ad Hoc Case,14-12-2009,01-01-2014,03-11-09,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Restructuring firms in difficulty",15-12-09,JOCE C/185/2010,"N289/2007, NN88/2006",Pas trouvé,,,
IT03246720274,2008-12-31,2008,U1,12,129448.0,129448.0,,72191.0,3697.0,,792.0,,792.0,,71319.0,72111.0,24231.0,47088.0,,,,,24877.0,28574.0,2.78,66.4,,Fiem 3000 S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Small company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4674.0,4674.0,,,NN88/2006,NN88/2006,Rescue aid to Fiem,Fiem,Italy,C.27.32 - Manufacture of other electronic and electric wires and cables,NN88/2006,Guarantee,Ad Hoc Case,28-11-2006,28-05-2006,13-12-06,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Rescuing firms in difficulty",22-05-07,JOCE C/152/2007,,Pas trouvé,,,
IT03246720274,2008-12-31,2008,U1,12,129448.0,129448.0,,72191.0,3697.0,,792.0,,792.0,,71319.0,72111.0,24231.0,47088.0,,,,,24877.0,28574.0,2.78,66.4,,Fiem 3000 S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Small company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4674.0,4674.0,,,N289/2007,N289/2007,Restructuring aid to Fiem,Fiem,Italy,1,N289/2007,Guarantee,Ad Hoc Case,22-07-2007,31-12-2012,23-05-07,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Restructuring firms in difficulty",25-09-07,JOCE C/278/2007,,Pas trouvé,,,
IT03246720274,2009-12-31,2009,U1,12,181761.0,181761.0,,113546.0,9150.0,,81396.0,,81396.0,,83366.0,164762.0,95917.0,-12551.0,,,,,21384.0,30534.0,0.8,41.79,71.78,Fiem 3000 S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Small company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4674.0,4674.0,,,N604/2009,N604/2009,Modification of previously approved restructuring aid to Fiem,Fiem,Italy,C.29.31 - Manufacture of electrical and electronic equipment for motor vehicles,N604/2009,Guarantee,Ad Hoc Case,14-12-2009,01-01-2014,03-11-09,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Restructuring firms in difficulty",15-12-09,JOCE C/185/2010,"N289/2007, NN88/2006",Pas trouvé,,,
IT03246720274,2009-12-31,2009,U1,12,181761.0,181761.0,,113546.0,9150.0,,81396.0,,81396.0,,83366.0,164762.0,95917.0,-12551.0,,,,,21384.0,30534.0,0.8,41.79,71.78,Fiem 3000 S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Small company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4674.0,4674.0,,,NN88/2006,NN88/2006,Rescue aid to Fiem,Fiem,Italy,C.27.32 - Manufacture of other electronic and electric wires and cables,NN88/2006,Guarantee,Ad Hoc Case,28-11-2006,28-05-2006,13-12-06,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Rescuing firms in difficulty",22-05-07,JOCE C/152/2007,,Pas trouvé,,,
IT03246720274,2009-12-31,2009,U1,12,181761.0,181761.0,,113546.0,9150.0,,81396.0,,81396.0,,83366.0,164762.0,95917.0,-12551.0,,,,,21384.0,30534.0,0.8,41.79,71.78,Fiem 3000 S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Small company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4674.0,4674.0,,,N289/2007,N289/2007,Restructuring aid to Fiem,Fiem,Italy,1,N289/2007,Guarantee,Ad Hoc Case,22-07-2007,31-12-2012,23-05-07,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Restructuring firms in difficulty",25-09-07,JOCE C/278/2007,,Pas trouvé,,,
IT03246720274,2016-12-31,2016,U1,12,279430.0,277383.0,1.0,195977.0,390.0,30218.0,305.0,,305.0,,219507.0,219812.0,39579.0,179928.0,55422.0,,,,24583.0,24973.0,3.85,80.78,,Fiem 3000 S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Small company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4674.0,4674.0,,279430.0,N604/2009,N604/2009,Modification of previously approved restructuring aid to Fiem,Fiem,Italy,C.29.31 - Manufacture of electrical and electronic equipment for motor vehicles,N604/2009,Guarantee,Ad Hoc Case,14-12-2009,01-01-2014,03-11-09,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Restructuring firms in difficulty",15-12-09,JOCE C/185/2010,"N289/2007, NN88/2006",Pas trouvé,,,
IT03246720274,2016-12-31,2016,U1,12,279430.0,277383.0,1.0,195977.0,390.0,30218.0,305.0,,305.0,,219507.0,219812.0,39579.0,179928.0,55422.0,,,,24583.0,24973.0,3.85,80.78,,Fiem 3000 S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Small company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4674.0,4674.0,,279430.0,NN88/2006,NN88/2006,Rescue aid to Fiem,Fiem,Italy,C.27.32 - Manufacture of other electronic and electric wires and cables,NN88/2006,Guarantee,Ad Hoc Case,28-11-2006,28-05-2006,13-12-06,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Rescuing firms in difficulty",22-05-07,JOCE C/152/2007,,Pas trouvé,,,
IT03246720274,2016-12-31,2016,U1,12,279430.0,277383.0,1.0,195977.0,390.0,30218.0,305.0,,305.0,,219507.0,219812.0,39579.0,179928.0,55422.0,,,,24583.0,24973.0,3.85,80.78,,Fiem 3000 S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Small company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4674.0,4674.0,,279430.0,N289/2007,N289/2007,Restructuring aid to Fiem,Fiem,Italy,1,N289/2007,Guarantee,Ad Hoc Case,22-07-2007,31-12-2012,23-05-07,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Restructuring firms in difficulty",25-09-07,JOCE C/278/2007,,Pas trouvé,,,
IT03246720274,2007-12-31,2007,U1,12,223871.0,223871.0,,137890.0,2517.0,,1727.0,,1727.0,,90594.0,92321.0,28773.0,61821.0,,,,,27902.0,30419.0,2.53,68.18,,Fiem 3000 S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Small company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4674.0,4674.0,,,N604/2009,N604/2009,Modification of previously approved restructuring aid to Fiem,Fiem,Italy,C.29.31 - Manufacture of electrical and electronic equipment for motor vehicles,N604/2009,Guarantee,Ad Hoc Case,14-12-2009,01-01-2014,03-11-09,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Restructuring firms in difficulty",15-12-09,JOCE C/185/2010,"N289/2007, NN88/2006",Pas trouvé,,,
IT03246720274,2007-12-31,2007,U1,12,223871.0,223871.0,,137890.0,2517.0,,1727.0,,1727.0,,90594.0,92321.0,28773.0,61821.0,,,,,27902.0,30419.0,2.53,68.18,,Fiem 3000 S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Small company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4674.0,4674.0,,,NN88/2006,NN88/2006,Rescue aid to Fiem,Fiem,Italy,C.27.32 - Manufacture of other electronic and electric wires and cables,NN88/2006,Guarantee,Ad Hoc Case,28-11-2006,28-05-2006,13-12-06,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Rescuing firms in difficulty",22-05-07,JOCE C/152/2007,,Pas trouvé,,,
IT03246720274,2007-12-31,2007,U1,12,223871.0,223871.0,,137890.0,2517.0,,1727.0,,1727.0,,90594.0,92321.0,28773.0,61821.0,,,,,27902.0,30419.0,2.53,68.18,,Fiem 3000 S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Small company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4674.0,4674.0,,,N289/2007,N289/2007,Restructuring aid to Fiem,Fiem,Italy,1,N289/2007,Guarantee,Ad Hoc Case,22-07-2007,31-12-2012,23-05-07,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Restructuring firms in difficulty",25-09-07,JOCE C/278/2007,,Pas trouvé,,,
IT03252200278,2011-12-31,2011,U1,12,,,,,,,,,,,5000.0,5000.0,5000.0,,,,,,,,1.0,20.0,20.0,Coav Alpi Eagles,Italy,IT,C,In liquidation,2007-09-04,Other legal forms,Corporate,Small company,Unlisted,Historical record,2018-06-01,P - Education,8559.0,8559.0,,,N388/2008,N388/2008,Aides au sauvetage - Alpi Eagles,Alpi Eagles,Italy,H.51.1 - Passenger air transport,N388/2008,Guarantee,Individual Application,01-12-2008,01-12-2008,08-08-08,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,12-11-08,JOCE C/53/2009,,2,,,2007
IT03252200278,2010-12-31,2010,U1,12,,,,,,,,,,,5474.0,5474.0,4774.0,700.0,,,,,-164.0,,1.15,12.79,14.66,Coav Alpi Eagles,Italy,IT,C,In liquidation,2007-09-04,Other legal forms,Corporate,Small company,Unlisted,Historical record,2018-06-01,P - Education,8559.0,8559.0,,,N388/2008,N388/2008,Aides au sauvetage - Alpi Eagles,Alpi Eagles,Italy,H.51.1 - Passenger air transport,N388/2008,Guarantee,Individual Application,01-12-2008,01-12-2008,08-08-08,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,12-11-08,JOCE C/53/2009,,2,,,2007
IT03252200278,2008-12-31,2008,U1,12,,,,,,,,,,,5000.0,5000.0,2000.0,3000.0,,,,,,,2.5,60.0,,Coav Alpi Eagles,Italy,IT,C,In liquidation,2007-09-04,Other legal forms,Corporate,Small company,Unlisted,Historical record,2018-06-01,P - Education,8559.0,8559.0,,,N388/2008,N388/2008,Aides au sauvetage - Alpi Eagles,Alpi Eagles,Italy,H.51.1 - Passenger air transport,N388/2008,Guarantee,Individual Application,01-12-2008,01-12-2008,08-08-08,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,12-11-08,JOCE C/53/2009,,2,,,2007
IT03252200278,2007-12-31,2007,U1,12,,,,,,,,,,,12000.0,12000.0,2000.0,10000.0,,,,,,,6.0,83.33,,Coav Alpi Eagles,Italy,IT,C,In liquidation,2007-09-04,Other legal forms,Corporate,Small company,Unlisted,Historical record,2018-06-01,P - Education,8559.0,8559.0,,,N388/2008,N388/2008,Aides au sauvetage - Alpi Eagles,Alpi Eagles,Italy,H.51.1 - Passenger air transport,N388/2008,Guarantee,Individual Application,01-12-2008,01-12-2008,08-08-08,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,12-11-08,JOCE C/53/2009,,2,,,2007
IT03252200278,2009-12-31,2009,U1,12,,,,,,,,,,,5469.0,5469.0,4604.0,865.0,,,,,-2454.0,,1.19,15.82,18.79,Coav Alpi Eagles,Italy,IT,C,In liquidation,2007-09-04,Other legal forms,Corporate,Small company,Unlisted,Historical record,2018-06-01,P - Education,8559.0,8559.0,,,N388/2008,N388/2008,Aides au sauvetage - Alpi Eagles,Alpi Eagles,Italy,H.51.1 - Passenger air transport,N388/2008,Guarantee,Individual Application,01-12-2008,01-12-2008,08-08-08,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,12-11-08,JOCE C/53/2009,,2,,,2007
IT03293720821,2008-12-31,2008,U1,12,261313716.0,252495590.0,428.0,165794886.0,14453012.0,22123028.0,83527806.0,956275.0,87623456.0,3139375.0,55851793.0,143475249.0,115049888.0,-59198095.0,-24989443.0,,,,-50779544.0,-36326532.0,0.29,7.31,7.88,Vinyls Italia S.P.A.,Italy,IT,C,Dissolved (bankruptcy),2013-10-01,Public limited companies,Corporate,Very large company,Unlisted,,,C - Manufacturing,2016.0,2016.0,,610546.0654205608,N77/2010,N77/2010,Vinyls Italia S.p.a. in A.S.,Vinyls Italia S.p.a. in A.S.,Italy,C.20 - Manufacture of chemicals and chemical products,N77/2010,Guarantee,Ad Hoc Case,25-03-2010,24-09-2010,22-02-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,25-03-10,JOCE C/125/2010,,0,,,
IT03293720821,2007-12-31,2007,U1,12,310449329.0,304537986.0,1139.0,188319924.0,13205254.0,22197268.0,71268620.0,1406089.0,75815222.0,3140513.0,68208686.0,144023908.0,80394522.0,-12185836.0,24347736.0,,,,-15747512.0,-2542258.0,0.54,35.09,54.05,Vinyls Italia S.P.A.,Italy,IT,C,Dissolved (bankruptcy),2013-10-01,Public limited companies,Corporate,Very large company,Unlisted,,,C - Manufacturing,2016.0,2016.0,,272563.063213345,N77/2010,N77/2010,Vinyls Italia S.p.a. in A.S.,Vinyls Italia S.p.a. in A.S.,Italy,C.20 - Manufacture of chemicals and chemical products,N77/2010,Guarantee,Ad Hoc Case,25-03-2010,24-09-2010,22-02-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,25-03-10,JOCE C/125/2010,,0,,,
IT03348070156,2008-12-31,2008,U1,12,1139076.0,1113137.0,6.0,639257.0,21178.0,238079.0,1657509.0,21260.0,1680963.0,2194.0,1086174.0,2767137.0,1417506.0,-331332.0,270915.0,,,,14438.0,35616.0,0.36,41.76,71.69,G.D.M. S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4651.0,4651.0,,189846.0,SA.35033,2012/N,Rescue aid for G.D.M. S.p.A. in A.S.,G.D.M. S.p.A,Italy,G.47.19 - Other retail sale in non-specialised stores,SA.35033,Guarantee,Ad Hoc Case,20-12-2012,,25-06-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Rescuing firms in difficulty",20-12-12,JOCE C/81/2013,,0,,,
IT03348070156,2016-12-31,2016,U1,12,755259.0,744105.0,4.0,422529.0,15464.0,215962.0,1627651.0,20112.0,1650316.0,2553.0,881365.0,2531681.0,1523107.0,-641742.0,250003.0,,,,18019.0,33483.0,0.28,29.37,41.58,G.D.M. S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4651.0,4651.0,,188814.75,SA.35033,2012/N,Rescue aid for G.D.M. S.p.A. in A.S.,G.D.M. S.p.A,Italy,G.47.19 - Other retail sale in non-specialised stores,SA.35033,Guarantee,Ad Hoc Case,20-12-2012,,25-06-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Rescuing firms in difficulty",20-12-12,JOCE C/81/2013,,0,,,
IT03348070156,2015-12-31,2015,U1,12,676861.0,666818.0,4.0,393733.0,21927.0,194653.0,1631914.0,21814.0,1656281.0,2553.0,886192.0,2542473.0,1543100.0,-656908.0,193534.0,,,,-22599.0,-672.0,0.28,29.36,41.56,G.D.M. S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4651.0,4651.0,,169215.25,SA.35033,2012/N,Rescue aid for G.D.M. S.p.A. in A.S.,G.D.M. S.p.A,Italy,G.47.19 - Other retail sale in non-specialised stores,SA.35033,Guarantee,Ad Hoc Case,20-12-2012,,25-06-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Rescuing firms in difficulty",20-12-12,JOCE C/81/2013,,0,,,
IT03348070156,2014-12-31,2014,U1,12,761007.0,749571.0,4.0,428374.0,21289.0,195957.0,1634454.0,28812.0,1665819.0,2553.0,902597.0,2568416.0,1552334.0,-649737.0,226814.0,,,,7383.0,28672.0,0.29,30.19,43.24,G.D.M. S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4651.0,4651.0,,190251.75,SA.35033,2012/N,Rescue aid for G.D.M. S.p.A. in A.S.,G.D.M. S.p.A,Italy,G.47.19 - Other retail sale in non-specialised stores,SA.35033,Guarantee,Ad Hoc Case,20-12-2012,,25-06-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Rescuing firms in difficulty",20-12-12,JOCE C/81/2013,,0,,,
IT03348070156,2013-12-31,2013,U1,12,606101.0,591359.0,6.0,353362.0,24477.0,192292.0,1638433.0,32888.0,1673874.0,2553.0,780697.0,2454571.0,1456059.0,-675362.0,145887.0,,,,-72080.0,-47603.0,0.22,31.38,45.73,G.D.M. S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4651.0,4651.0,,101016.83333333333,SA.35033,2012/N,Rescue aid for G.D.M. S.p.A. in A.S.,G.D.M. S.p.A,Italy,G.47.19 - Other retail sale in non-specialised stores,SA.35033,Guarantee,Ad Hoc Case,20-12-2012,,25-06-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Rescuing firms in difficulty",20-12-12,JOCE C/81/2013,,0,,,
IT03348070156,2011-12-31,2011,U1,12,810545.0,789022.0,6.0,438060.0,28387.0,247274.0,1646588.0,40871.0,1689782.0,2323.0,839865.0,2529647.0,1423519.0,-583654.0,275301.0,,,,-649.0,27738.0,0.25,35.89,55.97,G.D.M. S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4651.0,4651.0,,135090.83333333334,SA.35033,2012/N,Rescue aid for G.D.M. S.p.A. in A.S.,G.D.M. S.p.A,Italy,G.47.19 - Other retail sale in non-specialised stores,SA.35033,Guarantee,Ad Hoc Case,20-12-2012,,25-06-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Rescuing firms in difficulty",20-12-12,JOCE C/81/2013,,0,,,
IT03348070156,2010-12-31,2010,U1,12,727792.0,711331.0,6.0,405126.0,20807.0,224889.0,1657571.0,36320.0,1696136.0,2245.0,764376.0,2460512.0,1363291.0,-598915.0,215249.0,,,,-24911.0,-4104.0,0.22,37.2,59.24,G.D.M. S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4651.0,4651.0,,121298.66666666667,SA.35033,2012/N,Rescue aid for G.D.M. S.p.A. in A.S.,G.D.M. S.p.A,Italy,G.47.19 - Other retail sale in non-specialised stores,SA.35033,Guarantee,Ad Hoc Case,20-12-2012,,25-06-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Rescuing firms in difficulty",20-12-12,JOCE C/81/2013,,0,,,
IT03348070156,2009-12-31,2009,U1,12,777838.0,757340.0,6.0,468173.0,23432.0,231695.0,1652741.0,29676.0,1684611.0,2194.0,853105.0,2537716.0,1354779.0,-501674.0,143404.0,,,,-61451.0,-38019.0,0.27,39.41,65.06,G.D.M. S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4651.0,4651.0,,129639.66666666667,SA.35033,2012/N,Rescue aid for G.D.M. S.p.A. in A.S.,G.D.M. S.p.A,Italy,G.47.19 - Other retail sale in non-specialised stores,SA.35033,Guarantee,Ad Hoc Case,20-12-2012,,25-06-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Rescuing firms in difficulty",20-12-12,JOCE C/81/2013,,0,,,
IT03348070156,2007-12-31,2007,U1,12,1063726.0,1054302.0,8.0,562562.0,28263.0,252824.0,490254.0,5514.0,497962.0,2194.0,1138944.0,1636906.0,1447059.0,-308115.0,345982.0,,,,61750.0,90013.0,0.4,0.2,0.2,G.D.M. S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4651.0,4651.0,,132965.75,SA.35033,2012/N,Rescue aid for G.D.M. S.p.A. in A.S.,G.D.M. S.p.A,Italy,G.47.19 - Other retail sale in non-specialised stores,SA.35033,Guarantee,Ad Hoc Case,20-12-2012,,25-06-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Rescuing firms in difficulty",20-12-12,JOCE C/81/2013,,0,,,
IT03348070156,2012-12-31,2012,U1,12,663478.0,648635.0,6.0,386885.0,26148.0,227705.0,1640869.0,35734.0,1679169.0,2566.0,828738.0,2507907.0,1462669.0,-633931.0,158763.0,,,,-96844.0,-70696.0,0.25,33.12,49.52,G.D.M. S.R.L.,Italy,IT,C,Active,,Private limited companies,Corporate,Medium sized company,Unlisted,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,4651.0,4651.0,,110579.66666666667,SA.35033,2012/N,Rescue aid for G.D.M. S.p.A. in A.S.,G.D.M. S.p.A,Italy,G.47.19 - Other retail sale in non-specialised stores,SA.35033,Guarantee,Ad Hoc Case,20-12-2012,,25-06-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Rescuing firms in difficulty",20-12-12,JOCE C/81/2013,,0,,,
IT04035210378,2013-12-31,2013,U1,12,75740539.0,63963137.0,349.0,31503004.0,2339830.0,21021404.0,526319.0,13714417.0,15141131.0,900395.0,97570571.0,112711702.0,89270104.0,8300467.0,20946450.0,,,,-1250790.0,1089040.0,0.39,15.26,18.0,Imt S.P.A.,Italy,IT,C,Active (insolvency proceedings),,Public limited companies,Corporate,Large company,Unlisted,,,C - Manufacturing,2841.0,2841.0,,217021.6017191977,SA.42864,2015/N,Rescue aid to IMT S.p.A. in A. S.,IMT S.p.A,Italy,C.28.9 - Manufacture of other special-purpose machinery,SA.42864,Guarantee,Individual Application,01-01-2016,01-07-2016,11-08-15,Decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,17-12-15,JOCE C/104/2016,,0,,,
IT04035210378,2012-12-31,2012,U1,12,103205048.0,99030877.0,350.0,49963681.0,2237770.0,21303126.0,737338.0,11801349.0,13447768.0,909081.0,117146685.0,130594453.0,100589383.0,16557302.0,28503925.0,,,,4715785.0,6953555.0,0.57,17.16,20.71,Imt S.P.A.,Italy,IT,C,Active (insolvency proceedings),,Public limited companies,Corporate,Large company,Unlisted,,,C - Manufacturing,2841.0,2841.0,,294871.5657142857,SA.42864,2015/N,Rescue aid to IMT S.p.A. in A. S.,IMT S.p.A,Italy,C.28.9 - Manufacture of other special-purpose machinery,SA.42864,Guarantee,Individual Application,01-01-2016,01-07-2016,11-08-15,Decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,17-12-15,JOCE C/104/2016,,0,,,
IT04035210378,2011-12-31,2011,U1,12,85685331.0,66851633.0,382.0,37197944.0,2379282.0,20885476.0,1125955.0,9614259.0,11617106.0,876892.0,99586745.0,111203851.0,80645610.0,18941135.0,26363001.0,,,,3383801.0,5763083.0,0.51,19.73,24.58,Imt S.P.A.,Italy,IT,C,Active (insolvency proceedings),,Public limited companies,Corporate,Large company,Unlisted,,,C - Manufacturing,2841.0,2841.0,,224307.14921465967,SA.42864,2015/N,Rescue aid to IMT S.p.A. in A. S.,IMT S.p.A,Italy,C.28.9 - Manufacture of other special-purpose machinery,SA.42864,Guarantee,Individual Application,01-01-2016,01-07-2016,11-08-15,Decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,17-12-15,JOCE C/104/2016,,0,,,
IT04035210378,2010-12-31,2010,U1,12,35998344.0,32232534.0,263.0,13112658.0,1875958.0,11494582.0,965688.0,4806023.0,6440109.0,668398.0,48459471.0,54899580.0,43784498.0,4674973.0,12470655.0,,,,-936871.0,939087.0,0.39,7.3,7.87,Imt S.P.A.,Italy,IT,C,Active (insolvency proceedings),,Public limited companies,Corporate,Large company,Unlisted,,,C - Manufacturing,2841.0,2841.0,,136875.83269961976,SA.42864,2015/N,Rescue aid to IMT S.p.A. in A. S.,IMT S.p.A,Italy,C.28.9 - Manufacture of other special-purpose machinery,SA.42864,Guarantee,Individual Application,01-01-2016,01-07-2016,11-08-15,Decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,17-12-15,JOCE C/104/2016,,0,,,
IT04035210378,2009-12-31,2009,U1,12,25518624.0,23158249.0,101.0,10845188.0,1486548.0,5468399.0,590878.0,3861972.0,4911896.0,459046.0,28374784.0,33286680.0,27774503.0,600281.0,6445732.0,,,,-497134.0,989414.0,0.35,10.43,11.64,Imt S.P.A.,Italy,IT,C,Active (insolvency proceedings),,Public limited companies,Corporate,Large company,Unlisted,,,C - Manufacturing,2841.0,2841.0,,252659.64356435643,SA.42864,2015/N,Rescue aid to IMT S.p.A. in A. S.,IMT S.p.A,Italy,C.28.9 - Manufacture of other special-purpose machinery,SA.42864,Guarantee,Individual Application,01-01-2016,01-07-2016,11-08-15,Decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,17-12-15,JOCE C/104/2016,,0,,,
